type,pos,number,fact_fragment,was_submitted
year,IN,1961,"UN Secretary-General Dag Hammarskjöld dies in an air crash en route to Katanga, Congo.",False
year,DT,1961,The old Deutsche Opernhaus in the Berlin neighborhood of Charlottenburg is returned to its newly rebuilt house as the Deutsche Oper Berlin.,False
year,DT,1961,"A military coup in Damascus, Syria effectively ends the United Arab Republic, the union between Egypt and Syria.",False
year,NNP,1961,"Baseball player Roger Maris of the New York Yankees hits his 61st home run in the last game of the season, against the Boston Red Sox, beating the 34-year-old record held by Babe Ruth.",False
year,DT,1961,A volcanic eruption on Tristan da Cunha causes the whole population to be evacuated.,False
year,DT,1961,The death penalty is abolished in New Zealand.,False
year,NNP,1961,West Side Story is released as a film.,False
year,DT,1961,The Arab League takes over protecting Kuwait; the last British troops leave.,False
year,DT,1961,"The first edition of Private Eye, the British satirical magazine, is published.",False
year,NNP,1961,October 26 –Cemal Gürsel becomes the fourth president of Turkey.,False
year,DT,1961,"An armistice begins in Katanga, Congo.",False
year,NNP,1961,Mongolia and Mauritania join the United Nations.,False
year,DT,1961,"A standoff between Soviet and American tanks in Berlin, Germany heightens Cold War tensions.",False
year,NNP,1961,Fahri Özdiilek becomes the acting prime minister of Turkey.,False
year,NNP,1961,Devrim has been released.,False
year,NNP,1961,"Hurricane Hattie devastates Belize City, Belize killing over 270.",False
year,NNP,1961,Joseph Stalin's body is removed from the Lenin Mausoleum.,False
year,DT,1961,"The Fantastic Four #1 comic debuts, launching the Marvel Universe and revolutionizing the American comic book industry.",False
year,DT,1961,"The Hungry generation Movement is launched in Calcutta, India.",False
year,DT,1961,The Interstate Commerce Commission's federal order banning segregation at all interstate public facilities officially comes into effect.,False
year,DT,1961,The Madame Alexander Doll Club is founded by Margaret Doris Winson of Sweet Springs MO.,False
year,DT,1961,The UN General Assembly unanimously elects U Thant acting Secretary General.,False
year,DT,1961,The U.S. government issues a stamp honoring the 100th birthday of James Naismith.,False
year,NNP,1961,"Neil Armstrong records a world record speed in a rocket plane of 6,587 km/h flying a X-15.",False
year,NNP,1961,Stalingrad is renamed Volgograd.,False
year,NNP,1961,"Michael Rockefeller, son of New York Governor and later Vice President Nelson Rockefeller, disappears in the jungles of New Guinea.",False
year,NNP,1961,"U.S. President John F. Kennedy sends 18,000 military advisors to South Vietnam.",False
year,DT,1961,"The funeral of longtime House Speaker Sam Rayburn is held in Washington, DC.",False
year,DT,1961,The Soviet Union vetoes Kuwait's application for United Nations membership.,False
year,NNP,1961,U.S. President John F. Kennedy gives support to the Volta Dam project in Ghana.,False
year,NNP,1961,"Tanganyika gains independence and declares itself a republic, with Julius Nyerere as its first President.",False
year,DT,1961,The Australian government of Robert Menzies is re-elected for a sixth term.,False
year,DT,1961,The Soviet Union severs diplomatic relations with Albania.,False
year,DT,1961,"The Vietnam War officially begins, as the first American helicopters arrive in Saigon along with 400 U.S. personnel.",False
year,NNP,1961,Adolf Eichmann is pronounced guilty of crimes against humanity by a panel of 3 Israeli judges.,False
year,NNP,1961,"Walt Disney's first live-action Technicolor musical, Babes in Toyland, a remake of the famous Victor Herbert operetta, is released, but flops at the box office.",False
year,DT,1961,An Israeli war crimes tribunal sentences Adolf Eichmann to die for his part in The Holocaust.,False
year,DT,1961,"A circus tent fire in Niterói, Brazil kills 323.",False
year,NNP,1961,"India opens hostilities in its annexation of Portuguese India, the colonies of Goa, Damao and Diu.",False
year,NNP,1961,"Luxembourg's national holiday, the Grand Duke's Official Birthday, is set on June 23 by Grand Ducal decree.",False
year,NNP,1961,"Ireland's first national television station, Telefís Éireann (later RTÉ), begins broadcasting.",False
year,DT,1961,The Incredible Journey is published.,False
year,JJ,1962,Western Samoa becomes independent from New Zealand.,False
year,DT,1962,The United States Navy SEALs are activated.,False
year,DT,1962,The Beatles audition for Decca Records.,False
year,NNP,1962,"NAACP Executive Secretary Roy Wilkins praises U.S. President John F. Kennedy's ""personal role"" in advancing civil rights.",False
year,NNP,1962,Pope John XXIII excommunicates Fidel Castro.,False
year,NNP,1962,New York City introduces a subway train that operates without a crew on board.,False
year,DT,1962,"The first album on which The Beatles play, My Bonnie, credited to ""Tony Sheridan and the Beat Brothers"" (recorded last June in Hamburg), is released by Polydor in the U.K.",False
year,NNP,1962,Cuba and the Soviet Union sign a trade pact.,False
year,DT,1962,"An avalanche on Nevado Huascarán in Peru causes 4,000 deaths.",False
year,DT,1962,The Indonesian Army confirms that it has begun operations in West Irian.,False
year,NNP,1962,Albania allies itself with the People's Republic of China.,False
year,NNP,1962,Portugal abandons the U.N. General Assembly due to the debate over Angola.,False
year,DT,1962,A military coup occurs in the Dominican Republic.,False
year,DT,1962,A counter-coup occurs in the Dominican Republic; the old government returns except for the new president Rafael Filiberto Bonnelly.,False
year,DT,1962,The Organization of American States suspends Cuba's membership.,False
year,DT,1962,The East German government readopts conscription.,False
year,DT,1962,The Organisation armée secrète (OAS) bombs the French Foreign Ministry.,False
year,NNP,1962,"Ranger 3 is launched to study the Moon; it later misses the Moon by 22,000 miles.",False
year,DT,1962,"The Soviet government changes all place names honoring Molotov, Kaganovich and Georgi Malenkov.",False
year,DT,1962,The United States embargo against Cuba is announced.,False
year,DT,1962,The Sunday Times in the United Kingdom becomes the first paper to print a colour supplement.,False
year,DT,1962,The United States Government bans all U.S.-related Cuban imports and exports.,False
year,DT,1962,"A coal mine explosion in Saarland, West Germany kills 299.",False
year,DT,1962,The Taiwan Stock Exchange Corporation opens.,False
year,JJ,1962,Captured American spy pilot Francis Gary Powers is exchanged for captured Soviet spy Rudolf Abel in Berlin.,False
year,NNP,1962,First Lady Jacqueline Kennedy takes television viewers on a tour of the White House.,False
year,NNP,1962,Urho Kekkonen is re-elected president of Finland.,False
year,JJ,1962,"Heavy storms flood Germany's North Sea coast, mainly around Hamburg; more than 300 people die, thousands lose their homes.",False
year,NNP,1962,Margot Fonteyn and Rudolf Nureyev first dance together in a Royal Ballet performance of Giselle in London.,False
year,DT,1962,"An American Airlines Boeing 707 crashes on takeoff at New York International Airport, after a rudder malfunction causes an uncontrolled roll, resulting in the loss of control of the aircraft, with the loss of all life on board.",False
year,DT,1962,"The S. S. Kresge Company opens its first Kmart discount store in Garden City, Michigan.",False
year,DT,1962,A military coup in Burma brings General Ne Win to power.,False
year,JJ,1962,Wilt Chamberlain scores 100 points in a single NBA basketball game.,False
year,NNP,1962,Katangan Prime Minister Moise Tshombe begins negotiations to rejoin the Congo.,False
year,NNP,1962,"Un premier amour, sung by Isabelle Aubret (music by Claude-Henri Vic, text by Roland Stephane Valade), wins the Eurovision Song Contest 1962 for France.",False
year,DT,1962,"An armistice begins in Algeria; however, the OAS continues its terrorist attacks against Algerians.",False
year,DT,1962,The Scandinavian States of the Nordic Council sign the Helsinki Convention on Nordic Co-operation.,False
year,NNP,1962,OAS leader Edmond Jouhaud is arrested in Oran.,False
year,NNP,1962,France shortens the term for military service from 26 months to 18.,False
year,NNP,1962,Jawaharlal Nehru is elected de facto Prime Minister of India.,False
year,NNP,1962,James Hanratty is hanged in Bedford Gaol for the A6 murder; many believe he is innocent.,False
year,NNP,1962,Leonard Bernstein causes controversy with his remarks before a concert featuring Glenn Gould with the New York Philharmonic.,False
year,NNP,1962,Author Milovan Djilas is arrested in Yugoslavia.,False
year,DT,1962,The 34th Academy Awards ceremony is held; West Side Story wins Best Picture.,False
year,NNP,1962,OAS leader Edmond Jouhaud is sentenced to death in France.,False
year,DT,1962,"A Cuban military tribunal convicts 1,179 Bay of Pigs attackers.",False
year,DT,1962,The Commonwealth Immigration Bill in the United Kingdom removes free immigration from the citizens of member states of the Commonwealth of Nations.,False
year,NNP,1962,OAS leader Raoul Salan is arrested in Algiers.,False
year,DT,1962,"The Century 21 Exposition World's Fair opens in Seattle, Washington.",False
year,DT,1962,The Ranger 4 spacecraft crashes into the Moon.,False
year,DT,1962,The Hulk debuts with The Incredible Hulk #1 by Stan Lee and Jack Kirby.,False
year,NNP,1962,"Norwich City wins the English League Cup, beating Rochdale in the final.",False
year,NNP,1962,"Dayton Hudson Corporation opens the first of its Target discount stores in Roseville, Minnesota.",False
year,DT,1962,An OAS bomb explodes in Algeria – this and other attacks kill 110 and injure 147.,False
year,NNP,1962,Twelve East Germans escape via a tunnel under the Berlin Wall.,False
year,NNP,1962,Antonio Segni is elected President of the Italian Republic.,False
year,NNP,1962,Juan Carlos of Spain marries the Greek Princess Sophia in Athens.,False
year,NNP,1962,"Milovan Djilas, former vice-president of Yugoslavia, is given further sentence for publishing Conversations with Stalin.",False
year,NNP,1962,"Continental Airlines Flight 11 crashes near Unionville, Missouri after the in-flight detonation of a bomb near the rear lavatory.",False
year,NNP,1962,"Raoul Salan, founder of the French terrorist Organisation armée secrète, is sentenced to life imprisonment in France.",False
year,DT,1962,The new Coventry Cathedral is consecrated.,False
year,DT,1962,The 1962 FIFA World Cup begins in Chile.,False
year,JJ,1962,"Nazi Adolf Eichmann is hanged at a prison in Ramla, Israel.",False
year,NNP,1962,"Air France Flight 007 over-shoots the runway at Orly Airport in Paris; 130 of 132 passengers are killed, 2 flight attendants survive.",False
year,NNP,1962,"President John F. Kennedy gives the commencement address at the United States Military Academy at West Point, New York.",False
year,NNP,1962,President John F. Kennedy gives the commencement address at Yale University.,False
year,NNP,1962,"Frank Morris, John Anglin and Clarence Anglin, with apparent success, escape from the Alcatraz Island prison.",False
year,DT,1962,"The OAS signs a truce with the FLN in Algeria, but a day later announces that it will continue the fight on behalf of French Algerians.",False
year,NNP,1962,Brazil beats Czechoslovakia 3–1 to win the 1962 FIFA World Cup.,False
year,DT,1962,"An Air France Boeing 707 jet crashes into terrain during bad weather in Guadeloupe, West Indies, killing all 113 on board.",False
year,DT,1962,"A 2-day steel strike begins in Italy, in support of increased wages and a 5-day working week.",False
year,DT,1962,"The United Lutheran Church in America, Finnish Evangelical Lutheran Church of America, American Evangelical Lutheran Church, and Augustana Evangelical Lutheran Church merge to form the Lutheran Church in America.",False
year,DT,1962,The last soldiers of the French Foreign Legion leave Algeria.,False
year,NNP,1962,Rwanda and Burundi gain independence.,False
year,DT,1962,A heavy smog develops over London.,False
year,NN,1962,Treaty of Nordic Cooperation of Helsinki (23 Mar 1962 signed) in force.,False
year,NNP,1962,Charles de Gaulle accepts Algerian independence; France recognizes it the next day.,False
year,DT,1962,"The first Walmart store, then known as Wal-Mart (which is still the corporate name), opens for business in Rogers, Arkansas.",False
year,NNP,1962,Algeria becomes independent from France.,False
year,NNP,1962,American artist Andy Warhol premieres his Campbell's Soup Cans exhibit in Los Angeles.,False
year,NNP,1962,"AT&T's Telstar, the world's first commercial communications satellite, is launched into orbit and activated the next day.",False
year,DT,1962,"The Rolling Stones make their debut at London's Marquee Club, Number 165 Oxford Street, opening for Long John Baldry.",False
year,DT,1962,The First Annual Swiss & Wielder Hoop and Stick Tournament is held.,False
year,NNP,1962,France and Tunisia reestablish diplomatic relations.,False
year,NNP,1962,Telstar relays the first live trans-Atlantic television signal.,False
year,NNP,1962,"International Agreement on the Neutrality of Laos signed in Geneva, Switzerland.",False
year,NNP,1962,Algeria proclaims independence; Ahmed Ben Bella is the first President.,False
year,DT,1962,A crowd assaults the rally of Sir Oswald Mosley's right-wing Union Movement in London.,False
year,NNP,1962,"Marilyn Monroe dies from an overdose of sleeping pills and chloral hydrate, officially ruled a ""probable suicide"".",False
year,DT,1962,"The South African government arrests Nelson Mandela in Howick, and charges him with incitement to rebellion.",False
year,NNP,1962,Jamaica becomes independent.,False
year,NNP,1962,"Marvel Comics publishes Amazing Fantasy#15, which features the first published appearance of the superhero character of Spider-Man, created by Stan Lee and Steve Ditko.",False
year,DT,1962,The New York Agreement is signed trading the West New Guinea colony to Indonesia.,False
year,DT,1962,The Beatles drummer Pete Best is fired and replaced by Ringo Starr.,False
year,NNP,1962,Algeria joins the Arab League.,False
year,JJ,1962,"East German border guards kill 18-year-old Peter Fechter, as he attempts to cross the Berlin Wall into West Berlin.",False
year,DT,1962,A failed assassination attempt is made against French President Charles De Gaulle.,False
year,NNP,1962,John Lennon secretly marries Cynthia Powell.,False
year,DT,1962,A group of armed Cuban exile terrorists fire at a hotel in Havana from a speedboat.,False
year,NNP,1962,NASA launches the Mariner 2 space probe.,False
year,NNP,1962,Trinidad and Tobago becomes independent.,False
year,DT,1962,A referendum in Singapore supports the Malayan Federation.,False
year,NN,1962,"Typhoon Wanda strikes Hong Kong, killing at least 130 and wounding more than 600.",False
year,DT,1962,The Soviet Union agrees to send arms to Cuba.,False
year,NNP,1962,"President John F. Kennedy, at a speech at Rice University, reaffirms that the U.S. will put a man on the moon by the end of the decade.",False
year,DT,1962,A border conflict between China and India erupts into fighting.,False
year,NNP,1962,"New Musical Express, a British music magazine, publishes a story about two 13-year-old schoolgirls, Sue and Mary, releasing a disc on Decca and adds ""A Liverpool group, The Beatles, have recorded 'Love Me Do' for Parlophone Records, set for October 5 release.",False
year,NNP,1962,Sonny Liston and Floyd Patterson fight for the boxing world title.,False
year,NNP,1962,Civil war erupts in Yemen.,False
year,DT,1962,"A flash flood in Barcelona, Spain, kills more than 440 people.",False
year,NNP,1962,"Rachel Carson's book Silent Spring is released, giving rise to the modern environmentalist movement.",False
year,NNP,1962,Prime Minister Ahmed Ben Bella founds the first government in Algeria.,False
year,DT,1962,"The Canadian Alouette 1, the first satellite built outside the United States and the Soviet Union, is launched from Vandenberg AFB in California.",False
year,NNP,1962,"CBS broadcasts the final episodes of Suspense and Yours Truly, Johnny Dollar, marking the end of the Golden Age of Radio.",False
year,DT,1962,"The first black student, James Meredith, registers at the University of Mississippi, escorted by Federal Marshals.",False
year,NNP,1962,"Johnny Carson takes over as permanent host of NBC's Tonight Show, a post he would hold for 30 years.",False
year,DT,1962,"The French National Assembly censures the proposed referendum to sanction presidential elections by popular mandate; Prime Minister Georges Pompidou resigns, but President de Gaulle asks him to stay in office.",False
year,NNP,1962,"Dr. No, the first James Bond film, premieres in UK theaters.",False
year,DT,1962,"The Beatles release their first single for EMI, Love Me Do.",False
year,DT,1962,The German magazine Der Spiegel publishes an article about the Bundeswehr's poor preparedness; the Spiegel scandal erupts.,False
year,NNP,1962,Algeria is accepted into the United Nations.,False
year,NNP,1962,Uganda becomes independent within the Commonwealth of Nations.,False
year,NNP,1962,"October 10 - The Sino-Indian War, a border dispute involving two of the world's largest nations (India and the People's Republic of China), begins.",False
year,DT,1962,"The infamous Columbus Day Storm strikes the U.S. Pacific Northwest with wind gusts up to 170 mph (270 km/h); 46 are killed, 11 billion board feet (26 million m³) of timber is blown down, with $230 million U.S. in damages.",False
year,NNP,1962,Jazz bassist/composer Charles Mingus presents a disastrous concert at Town Hall in New York City.,False
year,DT,1962,A referendum in France favors the election of the president by universal suffrage.,False
year,DT,1962,"The UN General Assembly asks the United Kingdom to suspend enforcement of the new constitution in Southern Rhodesia (now Zimbabwe), but the constitution comes into effect on November 1.",False
year,DT,1962,The Soviets begin dismantling their missiles in Cuba.,False
year,DT,1962,The first issue of Diabolik is published in Italy.,False
year,DT,1962,"The term ""personal computer"" is first mentioned by the media.",False
year,NNP,1962,"Franz Josef Strauß, the West German defense minister, is relieved of his duties over the Spiegel scandal, due to his alleged involvement in police action against the magazine.",False
year,NNP,1962,"Saudi Arabia breaks off diplomatic relations with Egypt, following a period of unrest partly caused by the defection of several Saudi princes to Egypt.",False
year,DT,1962,A coal mining disaster in Ny-Ålesund kills 21 people.,False
year,NNP,1962,Richard M. Nixon loses the California governor's race.,False
year,NNP,1962,"United Airlines Flight 297 crashes in Columbia, Maryland, killing all 17 on board.",False
year,DT,1962,An agreement is signed between Britain and France to develop the Concorde supersonic airliner.,False
year,DT,1962,The United Nations General Assembly elects U Thant of Burma as the new UN Secretary-General.,False
year,NNP,1962,"Rainier III, Prince of Monaco revises the principality's constitution, devolving some of his formerly autocratic power to several advisory and legislative councils.",False
year,DT,1962,The first period of the Second Vatican Council closes.,False
year,DT,1962,"The North Kalimantan National Army revolts in Brunei, in the first stirrings of the Indonesian Confrontation.",False
year,DT,1962,"The 1962 New York City newspaper strike begins, affecting all of the city's major newspapers; It would last for 114 days.",False
year,NNP,1962,"Tanganyika (now Tanzania) becomes a republic within the Commonwealth, with Julius Nyerere as president.",False
year,NNP,1962,"David Lean's epic film Lawrence of Arabia, featuring Peter O' Toole, Omar Sharif, Alec Guinness, Jack Hawkins, and Anthony Quinn premieres in London.",False
year,DT,1962,The last execution by hanging in Canada takes place.,False
year,NNP,1962,"U.S. spacecraft Mariner 2 flies by Venus, becoming the first probe to successfully transmit data from another planet.",False
year,DT,1962,"The Mona Lisa by Leonardo da Vinci Mona Lisa was assessed for insurance purposes at US$100 million, before the painting toured the United States for several months.",False
year,NNP,1962,Britain acknowledges the right of Nyasaland (now Malawi) to secede from the Central African Federation.,False
year,NNP,1962,Britain agrees to purchase Polaris missiles from the U.S.,False
year,NNP,1962,"Cuba releases the last 1,113 participants in the Bay of Pigs Invasion to the U.S., in exchange for food worth $53 million.",False
year,NNP,1962,United Nations troops occupy the last rebel positions in Katanga; Moise Tshombe moves to South Rhodesia.,False
year,DT,1962,"An unexpected storm buries Maine under five feet of snow, forcing the Bangor Daily News to miss a publication date for the first and only time in history.",False
year,JJ,1962,"American advertising man Martin K. Speckter invents the interrobang, a new English-language punctuation mark.",False
year,DT,1962,The band The Dubliners is formed at O'Donoghue's Pub in Dublin.,False
year,NNP,1963,"Osamu Tezuka's Tetsuwan Atomu (Astro Boy), Japan's first serialized animated series based on the popular manga, debuts on Japanese television station Fuji TV.",False
year,NNP,1963,"Leonardo da Vinci's Mona Lisa is exhibited in the United States for the first time, at the National Gallery of Art in Washington, D.C..",False
year,NNP,1963,George C. Wallace becomes governor of Alabama.,False
year,DT,1963,The locomotive Flying Scotsman (British Railways No.,False
year,NNP,1963,France and Germany sign the Elysée Treaty.,False
year,DT,1963,"The Australia Day shootings rock Perth, Western Australia; 2 people are shot dead and 3 others injured by Eric Edgar Cooke.",False
year,NN,1963,"Travel, financial and commercial transactions by United States citizens to Cuba are made illegal by the John F. Kennedy Administration.",False
year,DT,1963,The Beatles record their debut album Please Please Me in a single session.,False
year,NNP,1963,Sylvia Plath commits suicide in London.,False
year,NNP,1963,Northwest Orient Airlines Flight 705 crashes in the Florida Everglades killing all 43 persons aboard.,False
year,NNP,1963,"Harold Wilson becomes leader of Britain's opposition Labour Party, and could be within 18 months of becoming prime minister with a general election due in that time.",False
year,DT,1963,The publication of Betty Friedan's The Feminine Mystique launches the reawakening of the Women's Movement in the United States as women's organizations and consciousness-raising groups spread.,False
year,DT,1963,"An earthquake destroys the village of Barce, Libya, killing 900.",False
year,JJ,1963,Juan Bosch takes office as the 41st president of the Dominican Republic.,False
year,JJ,1963,Female suffrage is enacted in Iran.,False
year,NNP,1963,"Dorothy Schiff resigns from the New York Newspaper Publisher's Association, feeling that the city needs at least one paper.",False
year,NNP,1963,Iron Man debuts in Marvel Comics's Tales of Suspense #39.,False
year,DT,1963,The divorce case of the Duke and Duchess of Argyll causes scandal in the United Kingdom.,False
year,NNP,1963,"Mount Agung erupts on Bali, killing 11,000.",False
year,DT,1963,The Alcatraz Island federal penitentiary in San Francisco Bay closes; the last 27 prisoners are transferred elsewhere at the order of Attorney General Robert F. Kennedy.,False
year,DT,1963,The Beatles release their first album Please Please Me.,False
year,NN,1963,"Dansevise by Grethe & Jørgen Ingmann (music by Otto Francker, text by Sejr Volmer-Sørensen) wins the Eurovision Song Contest 1963 for Denmark.",False
year,DT,1963,The 1962 New York City newspaper strike ends after 114 days.,False
year,DT,1963,The longrunning soap opera General Hospital debuted on ABC.,False
year,NNP,1963,"SCLC volunteers kick off the Birmingham campaign (Birmingham, Alabama) against racial segregation in the United States with a sit-in.",False
year,NNP,1963,"Yugoslavia is proclaimed to be a socialist republic, and Josip Broz Tito is named President for Life.",False
year,DT,1963,The 35th Academy Awards ceremony is held.,False
year,NNP,1963,Winston Churchill becomes honary citizen of the United States.,False
year,DT,1963,The U.S. nuclear submarine Thresher sinks 220 miles (350 km) east of Cape Cod; all 129 crewmen die.,False
year,NNP,1963,"Martin Luther King, Jr., Ralph Abernathy, Fred Shuttlesworth and others are arrested in a Birmingham, Alabama protest for ""parading without a permit"".",False
year,DT,1963,The Soviet nuclear powered submarine K-33 collides with the Finnish merchant vessel M/S Finnclipper in the Danish Straits.,False
year,DT,1963,The Institute of Mental Health (Belgrade) is established.,False
year,NNP,1963,"Martin Luther King, Jr. issues his Letter from Birmingham Jail.",False
year,DT,1963,"The first election of the Supreme Institution of the Bahá'í Faith (known as the Universal House of Justice, whose seat is at the Bahá'í World Centre on Mount Carmel in Haifa, Israel) is held.",False
year,NNP,1963,Lester Bowles Pearson becomes the 14th Prime Minister of Canada.,False
year,DT,1963,A general election is held in Italy.,False
year,NNP,1963,Buddy Rogers becomes the first WWF Champion.,False
year,DT,1963,"The Coca-Cola Company introduces its first diet drink, TaB cola.",False
year,NNP,1963,Berthold Seliger launches near Cuxhaven a 3 stage rocket with a maximum flight altitude of more than 62 miles (the only sounding rocket developed in Germany).,False
year,DT,1963,"The Le Monde Theater fire in Dioirbel, Senegal kills 64.",False
year,NNP,1963,"Dr. No, the first James Bond film, is shown in U.S. theaters.",False
year,DT,1963,"A smallpox outbreak hits Stockholm, Sweden, lasting until July.",False
year,NNP,1963,Fidel Castro visits the Soviet Union.,False
year,DT,1963,"The Organisation of African Unity is established in Addis Ababa, Ethiopia.",False
year,DT,1963,"The Freewheelin' Bob Dylan is singer-songwriter Bob Dylan's second studio album, and most influential, released by Columbia Records.",False
year,NNP,1963,President John F. Kennedy signs Executive Order 11110.,False
year,DT,1963,"The first annual NHL draft is held in Montreal, Quebec.",False
year,DT,1963,The University of Central Florida is established by the Florida legislature.,False
year,NNP,1963,"Alabama Governor George C. Wallace stands in the door of the University of Alabama to protest against integration, before stepping aside and allowing African Americans James Hood and Vivian Malone to enroll.",False
year,NNP,1963,"President John F. Kennedy delivered a historic Civil Rights Address, in which he promises a Civil Rights Bill, and asks for ""the kind of equality of treatment that we would want for ourselves.",False
year,DT,1963,The cancellation of Mercury 10 effectively ends the Mercury program of United States manned spaceflight.,False
year,NNP,1963,"Vostok 6 carries Soviet cosmonaut Valentina Tereshkova, the first woman, into space.",False
year,NNP,1963,"Valentina Tereshkova the first woman in space, returns to Earth.",False
year,NN,1963,Pope Paul VI (Giovanni Battista Montini) succeeds Pope John XXIII as the 262nd pope.,False
year,NNP,1963,John F. Kennedy gives his 'Ich bin ein Berliner' speech in West Berlin.,False
year,NNP,1963,ZIP Codes are introduced in the U.S.,False
year,DT,1963,The Roman Catholic Church accepts cremation as a funeral practice.,False
year,NNP,1963,"Pauline Reade, 16, is abducted by Myra Hindley and Ian Brady in Manchester, England.",False
year,JJ,1963,"American test pilot Joe Walker, flying the X-15, reaches an altutude of 65.8 miles (105.9 kilometers), making it a sub-orbital spaceflight by recognized international standards.",False
year,DT,1963,"An earthquake in Skopje, Yugoslavia (now in the Republic of Macedonia) leaves 1,800 dead.",False
year,NNP,1963,"NASA launches Syncom 2, the world's first geostationary (synchronous) satellite.",False
year,DT,1963,The Soviet newspaper Izvestia reports that Kim Philby has been given asylum in Moscow.,False
year,DT,1963,"The United States, United Kingdom, and Soviet Union sign a nuclear test ban treaty.",False
year,DT,1963,"The Great Train Robbery of 1963 takes place in Buckinghamshire, England.",False
year,NNP,1963,"President Fulbert Youlou is overthrown in the Republic of Congo, after a three-day uprising in the capital.",False
year,JJ,1963,"American test pilot Joe Walker again achieves a sub-orbital spaceflight according to international standards, this time by piloting the X-15 to an altutude of 67.0 miles (107.8 kilometers).",False
year,NNP,1963,"Martin Luther King, Jr. delivers his I Have A Dream speech on the steps of the Lincoln Memorial to an audience of at least 250,000, during the March on Washington for Jobs and Freedom.",False
year,NNP,1963,Marvel Comics releases the first-ever X-Men comic book.,False
year,DT,1963,The Centre for International Industrial Property Studies (CEIPI) is founded.,False
year,DT,1963,"The Pro Football Hall of Fame opens in Canton, Ohio with 17 charter members.",False
year,NNP,1963,"Mafia boss Bernardo Provenzano is indicted for murder (he is captured 43 years later, on April 11, 2006).",False
year,NNP,1963,"Malaysia is formed through the merging of the Federation of Malaya and the British crown colony of Singapore, North Borneo (renamed Sabah) and Sarawak.",False
year,DT,1963,The U.S. Senate ratifies the nuclear test ban treaty.,False
year,DT,1963,The Denning Report on the Profumo affair is published in Great Britain.,False
year,NNP,1963,"September 27– The Littlest Hobo debuts on TV across North America with the first episode entitled ""Blue Water Sailor"".",False
year,DT,1963,The second period of the Second Vatican Council in Rome opens.,False
year,DT,1963,"The University of East Anglia is established in Norwich, England.",False
year,NNP,1963,Nigeria becomes a republic; The 1st Republican Constitution is established.,False
year,NNP,1963,Los Angeles Dodgers left-handed pitcher Sandy Koufax sets a World Series record by striking out 15 New York Yankees in a 5-2 victory in Game 1 at Yankee Stadium.,False
year,NNP,1963,"Hurricane Flora, one of the worst Atlantic storms in history, hits Hispaniola and Cuba killing nearly 7,000 people.",False
year,NNP,1963,"Sam Cooke and his band are arrested after trying to register at a ""whites only"" motel in Louisiana.",False
year,DT,1963,"The nuclear test ban treaty, signed on August 5, takes effect.",False
year,DT,1963,"The second James Bond film, From Russia with Love, opens in the UK.",False
year,DT,1963,"A revolution starts in Radfan, South Yemen, against British colonial rule.",False
year,DT,1963,The thousandth day of John F. Kennedy's presidency.,False
year,NNP,1963,Alec Douglas-Home succeeds Harold Macmillan as British Prime Minister.,False
year,NNP,1963,Arecibo Observatory officially begins operation.,False
year,NNP,1963,"Laura Welch (later Bush) causes a car accident that results in the death of Michael Dutton Douglas in her hometown of Midland, Texas.",False
year,NNP,1963,Finnair flight OH-LCA crashes before landing at Mariehamn airport on the Åland islands.,False
year,DT,1963,"A triple-train disaster in Yokohama, Japan kills 161.",False
year,DT,1963,"A volcanic eruption under the sea near Iceland creates a new island, Surtsey.",False
year,DT,1963,"A newspaper strike begins in Toledo, Ohio.",False
year,DT,1963,The Dartford Tunnel opens in the U.K.,False
year,DT,1963,The first push-button telephone is made available to AT&T customers.,False
year,DT,1963,"The Beatles' second U.K. album, With The Beatles, is released.",False
year,NNP,1963,"John Kilbride, 12, is abducted by Myra Hindley and Ian Brady in Great Britain.",False
year,DT,1963,The first episode of the BBC television series Doctor Who is broadcast in the United Kingdom.,False
year,DT,1963,"The Golden Age Nursing Home fire kills 63 elderly people near Fitchville, Ohio.",False
year,NNP,1963,U.S. President Kennedy is buried at Arlington National Cemetery.,False
year,NNP,1963,U.S. President Lyndon B. Johnson establishes the Warren Commission to investigate the assassination of President Kennedy.,False
year,DT,1963,The Warren Commission begins its investigation.,False
year,DT,1963,The second period of Second Vatican Council closes.,False
year,DT,1963,The Seliger Forschungs-und-Entwicklungsgesellschaft mbH demonstrates rockets for military use to military representatives of non-NATO-countries near Cuxhaven.,False
year,NNP,1963,"Tony Verna, a CBS-TV director, invented Instant Replay and aired it during his direction of a live, televised sporting event, the 1963 Army-Navy Game played in Philadelphia.",False
year,DT,1963,"A lightning strike causes the crashing of Pan Am Flight 214 near Elkton, Maryland, killing 81 people.",False
year,NNP,1963,Frank Sinatra Jr. is kidnapped at Harrah's Lake Tahoe.,False
year,NNP,1963,"Kenya becomes independent, with Jomo Kenyatta as prime minister.",False
year,NN,1963,"Zanzibar gains independence from Great Britain as a constitutional monarchy, under Sultan Jamshid bin Abdullah.",False
year,DT,1963,"The cruise ship Lakonia burns 180 miles (290 km) north of Madeira, with the loss of 128 lives.",False
year,NNP,1963,"Walt Disney releases his 18th feature-length animated motion picture The Sword in the Stone, about the boyhood of King Arthur.",False
year,DT,1963,"The 1955 film Oklahoma!, an adaptation of the famed Rodgers and Hammerstein musical, is re-released.",False
year,NNP,1963,David.,False
year,DT,1963,The Semi Automatic Ground Environment is fully deployed.,False
